Time (sec)	AF Correction 1 (%)	AF Learning 1 (%)	AF Sens 1 Ratio (AFR)	AVCS Exh Left (°)	AVCS Exh Right (°)	AVCS In Left (°)	AVCS In Right (°)	Accel Position (%)	Baro Pressure (psi)	Boost (psi)	CL Fuel Target (AFR)	Calculated Load (g/rev)	Comm Fuel Final (AFR)	Coolant Temp (F)	Dyn Adv Mult (DAM)	EGR Commanded (steps)	Ethanol Conc FINAL (%)	Ethanol Conc RAW (%)	Feedback Knock (°)	Fine Knock Learn (°)	Gear Position (gear)	Ign Comp IAT (°)	Ignition Timing (°)	Inj Duty Cycle (%)	Inj Timing H EOI NEW (°)	Inj Timing H SOI NEW (°)	Intake Temp (F)	Intake Temp Manifold (F)	KS Noise Cyl 1 (raw)	KS Noise Cyl 2 (raw)	KS Noise Cyl 3 (raw)	KS Noise Cyl 4 (raw)	MAF Corr Final (g/s)	MAF Freq (kHz)	Oil Temp (F)	RPM (RPM)	Req Torque (Nm)	Roughness Cyl 1 (count)	Roughness Cyl 2 (count)	Roughness Cyl 3 (count)	Roughness Cyl 4 (count)	Sns Fuel Press MONITOR (psi)	TD Prop WG Pos Corr (mm)	TGV Map Ratio (mult)	Target Boost Final Rel (psi)	Throttle Pos (%)	Wastegate Init Pos Final (mm)	Wastegate Pos Actual (mm)	Wastegate Pos Comm (mm)	Wastegate Pos Learn Corr (mm)	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 1 93 Octane Baseline]
4.064	0.00	0.00	12.15	0.0	0.0	0.0	0.0	100.0	14.5	21.60	14.71	3.46	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	65.9	0.0	0.0	95	100	202	193	204	206	54.1	2500	210	5412	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.59	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.088	0.00	0.00	12.20	0.0	0.0	0.0	0.0	100.0	14.5	21.55	14.71	3.47	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	66.5	0.0	0.0	95	100	202	196	190	192	54.5	2500	210	5450	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.32	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.108	0.00	0.00	11.83	0.0	0.0	0.0	0.0	100.0	14.5	21.50	14.71	3.49	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	67.1	0.0	0.0	95	100	207	191	201	204	54.9	2500	210	5488	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.43	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.134	0.00	0.00	12.14	0.0	0.0	0.0	0.0	100.0	14.5	21.45	14.71	3.50	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	67.7	0.0	0.0	95	100	201	208	193	205	55.3	2500	210	5526	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.55	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.154	0.00	0.00	11.89	0.0	0.0	0.0	0.0	100.0	14.5	21.40	14.71	3.51	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	68.4	0.0	0.0	95	100	191	193	194	204	55.6	2500	210	5564	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.45	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.176	0.00	0.00	12.02	0.0	0.0	0.0	0.0	100.0	14.5	21.35	14.71	3.53	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	69.0	0.0	0.0	95	100	210	192	197	209	56.0	2500	210	5602	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.51	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.200	0.00	0.00	11.96	0.0	0.0	0.0	0.0	100.0	14.5	21.30	14.71	3.54	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	69.6	0.0	0.0	95	100	199	193	206	207	56.4	2500	210	5640	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.60	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.226	0.00	0.00	11.87	0.0	0.0	0.0	0.0	100.0	14.5	21.25	14.71	3.55	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	70.2	0.0	0.0	95	100	206	197	203	208	56.8	2500	210	5678	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.30	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.250	0.00	0.00	12.05	0.0	0.0	0.0	0.0	100.0	14.5	21.20	14.71	3.57	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	70.8	0.0	0.0	95	100	191	199	190	206	57.2	2500	210	5716	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.65	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.276	0.00	0.00	12.20	0.0	0.0	0.0	0.0	100.0	14.5	21.15	14.71	3.58	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	71.5	0.0	0.0	95	100	207	201	205	209	57.5	2500	210	5754	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.53	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.302	0.00	0.00	11.97	0.0	0.0	0.0	0.0	100.0	14.5	21.10	14.71	3.59	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	72.1	0.0	0.0	95	100	199	203	190	210	57.9	2500	210	5792	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.44	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.322	0.00	0.00	12.08	0.0	0.0	0.0	0.0	100.0	14.5	21.05	14.71	3.60	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	72.7	0.0	0.0	95	100	205	197	209	207	58.3	2500	210	5830	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.48	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.346	0.00	0.00	11.89	0.0	0.0	0.0	0.0	100.0	14.5	21.00	14.71	3.62	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	73.3	0.0	0.0	95	100	204	206	199	191	58.7	2500	210	5868	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.51	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.366	0.00	0.00	11.95	0.0	0.0	0.0	0.0	100.0	14.5	20.95	14.71	3.63	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	73.9	0.0	0.0	95	100	210	194	193	198	59.1	2500	210	5906	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.56	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.392	0.00	0.00	12.18	0.0	0.0	0.0	0.0	100.0	14.5	20.90	14.71	3.64	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	74.6	0.0	0.0	95	100	192	197	208	207	59.4	2500	210	5944	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.37	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.412	0.00	0.00	12.01	0.0	0.0	0.0	0.0	100.0	14.5	20.85	14.71	3.66	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	75.2	0.0	0.0	95	100	206	207	192	198	59.8	2500	210	5982	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.43	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.438	0.00	0.00	11.85	0.0	0.0	0.0	0.0	100.0	14.5	20.80	14.71	3.67	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	75.8	0.0	0.0	95	100	207	203	194	201	60.2	2500	210	6020	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.37	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.464	0.00	0.00	12.18	0.0	0.0	0.0	0.0	100.0	14.5	20.75	14.71	3.68	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	76.4	0.0	0.0	95	100	190	192	206	197	60.6	2500	210	6058	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.62	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.490	0.00	0.00	12.04	0.0	0.0	0.0	0.0	100.0	14.5	20.70	14.71	3.70	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	77.0	0.0	0.0	95	100	209	201	209	200	61.0	2500	210	6096	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.46	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.514	0.00	0.00	11.93	0.0	0.0	0.0	0.0	100.0	14.5	20.65	14.71	3.71	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	77.7	0.0	0.0	95	100	196	197	207	192	61.3	2500	210	6134	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.37	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.536	0.00	0.00	12.13	0.0	0.0	0.0	0.0	100.0	14.5	20.60	14.71	3.72	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	78.3	0.0	0.0	95	100	195	199	201	190	61.7	2500	210	6172	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.67	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.560	0.00	0.00	12.06	0.0	0.0	0.0	0.0	100.0	14.5	20.55	14.71	3.73	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	78.9	0.0	0.0	95	100	206	198	210	200	62.1	2500	210	6210	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.47	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.580	0.00	0.00	11.91	0.0	0.0	0.0	0.0	100.0	14.5	20.50	14.71	3.75	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	79.5	0.0	0.0	95	100	193	194	203	197	62.5	2500	210	6248	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.38	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.604	0.00	0.00	12.14	0.0	0.0	0.0	0.0	100.0	14.5	20.45	14.71	3.76	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	80.1	0.0	0.0	95	100	204	193	206	192	62.9	2500	210	6286	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.52	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.624	0.00	0.00	11.99	0.0	0.0	0.0	0.0	100.0	14.5	20.40	14.71	3.77	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	80.8	0.0	0.0	95	100	210	210	196	203	63.2	2500	210	6324	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.69	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.648	0.00	0.00	12.11	0.0	0.0	0.0	0.0	100.0	14.5	20.35	14.71	3.79	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	81.4	0.0	0.0	95	100	205	209	190	194	63.6	2500	210	6362	300	0	0	0	0	2156	0.0	1.0	20.00	100.0	0.0	8.64	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.674	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	46	40	57	47	64.0	2500	210	6400	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.700	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	57	52	57	47	62.5	2500	210	6253	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.720	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	51	42	48	51	61.1	2500	210	6107	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.742	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	45	40	52	50	59.6	2500	210	5960	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.762	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	56	48	43	46	58.1	2500	210	5813	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.786	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	52	40	59	54	56.7	2500	210	5667	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.806	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	58	54	45	44	55.2	2500	210	5520	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.830	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	56	53	54	47	53.7	2500	210	5373	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.850	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	47	48	53	40	52.3	2500	210	5227	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.876	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	42	54	55	49	50.8	2500	210	5080	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.898	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	40	60	57	47	49.3	2500	210	4933	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.924	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	41	51	41	47	47.9	2500	210	4787	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.946	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	41	50	51	57	46.4	2500	210	4640	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.968	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	58	55	48	49	44.9	2500	210	4493	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
4.990	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	54	57	48	45	43.5	2500	210	4347	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.012	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	41	58	52	42	42.0	2500	210	4200	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.036	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	56	52	53	55	40.5	2500	210	4053	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.062	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	55	60	43	54	39.1	2500	210	3907	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.082	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	40	48	53	44	37.6	2500	210	3760	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.104	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	40	43	46	42	36.1	2500	210	3613	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.124	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	48	49	55	51	34.7	2500	210	3467	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.148	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	44	40	48	42	33.2	2500	210	3320	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.174	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	43	57	47	53	31.7	2500	210	3173	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.200	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	60	51	54	42	30.3	2500	210	3027	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.220	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	41	59	55	52	28.8	2500	210	2880	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.244	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	44	59	53	42	27.3	2500	210	2733	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.268	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	60	40	57	59	25.9	2500	210	2587	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.288	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	56	46	49	47	24.4	2500	210	2440	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.310	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	43	42	50	58	22.9	2500	210	2293	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
5.330	0.00	0.00	14.71	0.0	0.0	0.0	0.0	0.0	14.5	-12.00	14.71	0.30	14.71	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	0.0	0.0	0.0	95	100	48	50	47	41	21.5	2500	210	2147	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
